,utteranceID,Group_x,Start_x,End_x,CPS_CONST_SharesU_Situation,CPS_CONST_SharesU_CorrectSolutions,CPS_CONST_SharesU_IncorrectSolutions,CPS_CONST_EstablishesCG_Confirms,CPS_CONST_EstablishesCG_Interrupts,CPS_NEG_Responds_Reasons,CPS_NEG_Responds_QuestionsOthers,CPS_NEG_Responds_Responds,CPS_NEG_MonitorsE_Results,CPS_NEG_MonitorsE_Strategizes,CPS_NEG_MonitorsE_Save,CPS_NEG_MonitorsE_GivingUp,CPS_MAINTAIN_Initiative_Suggestions,CPS_MAINTAIN_Initiative_Compliments,CPS_MAINTAIN_Initiative_Criticizes,CPS_MAINTAIN_FulfillsR_Support,CPS_MAINTAIN_FulfillsR_Apologizes,CPS_MAINTAIN_FulfillsR_InitiatesOffTopic,CPS_MAINTAIN_FulfillsR_JoinsOffTopic,Utterance,Start_y,End_y,Group_y,Participant,Transcript
573,Group_03_173,Group_03,945.12,949.77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,173,945.12,949.77,3,2,It should it does still leaning
574,Group_03_174,Group_03,961.32,965.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,174,961.32,965.31,3,3,I'm thinking to just remove this once
575,Group_03_175,Group_03,965.79,971.49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,175,965.79,971.49,3,3,So now it's leaning this way if we put that it's leaning this way ninety
576,Group_03_176,Group_03,969.41,970.33,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,969.41,970.33,3,2,So it's ninety
577,Group_03_177,Group_03,972.32,973.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,972.32,973.68,3,1,What if
578,Group_03_178,Group_03,971.7,971.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,971.7,971.92,3,3,Maybe 
579,Group_03_179,Group_03,974.3,978.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,179,974.3,978.78,3,1,Yeah I was going to say stick that here let's uh try this
580,Group_03_180,Group_03,973.71,974.66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,973.71,974.66,3,3,Ok let me   
581,Group_03_181,Group_03,990.84,996.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,990.84,996.09,3,1,So then theory do we have these positioned the same
582,Group_03_182,Group_03,996.12,998.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,996.12,998.37,3,1,In theory we think this should be
583,Group_03_183,Group_03,999.06,1001.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,999.06,1001.04,3,1,Yes  
584,Group_03_184,Group_03,1006.23,1008.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,184,1006.23,1008.33,3,1,We're close either way we're close
585,Group_03_185,Group_03,1008.25,1010.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,185,1008.25,1010.25,3,3,Yeah
586,Group_03_186,Group_03,1011.27,1013.88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,186,1011.27,1013.88,3,3,It's definitely not hundred so
587,Group_03_187,Group_03,1014.81,1020.42,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,187,1014.81,1020.42,3,2,It's nintey see even for that its
588,Group_03_188,Group_03,1017.16,1018.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,1017.16,1018.33,3,1,I think that's  
589,Group_03_189,Group_03,1021.11,1023.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,1021.11,1023.93,3,2,It's same see uh
590,Group_03_190,Group_03,1024.62,1026.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,190,1024.62,1026.6,3,2,Here it started dipping
591,Group_03_191,Group_03,1029.83,1034.73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,1029.83,1034.73,3,1,If only our block was a little just narrow sliver
592,Group_03_192,Group_03,1026.75,1029.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,192,1026.75,1029.16,3,2,What if you removed the ten
593,Group_03_193,Group_03,1038.24,1041.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,193,1038.24,1041.75,3,2,I think it's eighty now
594,Group_03_194,Group_03,1042.05,1042.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,194,1042.05,1042.42,3,1,Yeah
595,Group_03_195,Group_03,1042.16,1044.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,195,1042.16,1044.12,3,3,Yeah but when it but 
596,Group_03_196,Group_03,1046.28,1051.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,1046.28,1051.32,3,3,It's even the same it's this annoying climate ok let me try put in this
597,Group_03_197,Group_03,1047.42,1050.42,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,197,1047.42,1050.42,3,1,That looks that looks more even to me 
598,Group_03_198,Group_03,1052.28,1054.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1052.28,1054.35,3,3,Oops
599,Group_03_199,Group_03,1054.65,1064.31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1054.65,1064.31,3,1,Let's try it with a different let's try it with that phone for a second and see just to rule out like maybe this phone design is heavier on one side right
600,Group_03_200,Group_03,1054.83,1059.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1054.83,1059.92,3,3,It's the same ok
601,Group_03_201,Group_03,1064.4,1066.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,1064.4,1066.56,3,3,Is it ok
602,Group_03_202,Group_03,1071.57,1080.81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,202,1071.57,1080.81,3,1,It's I think I think this one's this block is just too flat
603,Group_03_203,Group_03,1076.25,1079.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,203,1076.25,1079.75,3,3,Yeah it's maybe let's try it with the smaller one then
604,Group_03_204,Group_03,1083.99,1086.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,204,1083.99,1086.33,3,1,Just to test like
605,Group_03_205,Group_03,1086.75,1089.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,1086.75,1089.72,3,1,Yeah I think it's
606,Group_03_206,Group_03,1090.32,1095.54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,206,1090.32,1095.54,3,1,They're just too sturdy and flat it's like hard to tell
607,Group_03_207,Group_03,1095.84,1098.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,1095.84,1098.9,3,1,We can definitely rule things out but I think uh
608,Group_03_208,Group_03,1099.74,1102.17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,208,1099.74,1102.17,3,1,Too crude of a measurement to to
609,Group_03_209,Group_03,1102.44,1105.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1102.44,1105.44,3,1,Narrow down that like ten gram window
610,Group_03_210,Group_03,1110.48,1113.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1110.48,1113.69,3,1,Do we want to say eighty
611,Group_03_211,Group_03,1113.78,1117.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,211,1113.78,1117.35,3,3,I'm confused between eighty and ninety
612,Group_03_212,Group_03,1133.08,1135.47,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,212,1133.08,1135.47,3,1,Yeah it's too balanced
613,Group_03_213,Group_03,1136.01,1140.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,1136.01,1140.99,3,1,Like have another object
614,Group_03_214,Group_03,1144.16,1145.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,1144.16,1145.64,3,3,Uh there's a scale
615,Group_03_215,Group_03,1142.61,1143.83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,1142.61,1143.83,3,1,Are we allowed to use
616,Group_03_216,Group_03,1146.0,1161.36,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,216,1146.0,1161.36,3,1,Well we're not even allowed to use the scale I say we give it our best guess at this point um
617,Group_03_217,Group_03,1155.66,1158.34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,217,1155.66,1158.34,3,3,So what should I answer this 
618,Group_03_218,Group_03,1173.27,1175.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1173.27,1175.64,3,3,We have two attempts to do this
619,Group_03_219,Group_03,1175.85,1185.58,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1175.85,1185.58,3,1,Ok we have two attempts oh well then let's maybe we just try eighty and see if that's right and if it's not then it rules out
620,Group_03_220,Group_03,1175.85,1188.87,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,1175.85,1188.87,3,3,Yeah we have two attempts eighty eighty is good for three ninety yeah I'm just clicking on eighty
621,Group_03_221,Group_03,1191.3,1198.41,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,221,1191.3,1198.41,3,3,Oh it's right eighty yes
622,Group_03_222,Group_03,1191.3,1198.41,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,222,1191.3,1198.41,3,1,Oh we got it it's right eighty yeah
623,Group_03_223,Group_03,1198.5,1201.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,1198.5,1201.29,3,4,Ok for the final part of the task
624,Group_03_224,Group_03,1201.44,1206.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,1201.44,1206.6,3,4,Read the scenario in the next slide and estimate the weight of the missing second mystery block
625,Group_03_225,Group_03,1206.99,1210.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,1206.99,1210.83,3,4,You will have two attempts to estimate and explain your answer you can now continue the survey
626,Group_03_226,Group_03,1211.83,1215.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,1211.83,1215.83,3,3,Uh the factory that creates wooden blocks did not send us a second mystery block
627,Group_03_227,Group_03,1218.33,1220.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,1218.33,1220.31,3,3,Weights so the second block
628,Group_03_228,Group_03,1224.81,1223.58,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,1224.81,1233.58,3,1,Ok so we literally know nothing about the second block this sounds like a Bayesian probability question right
629,Group_03_229,Group_03,1227.5,1236.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,229,1227.5,1236.0,3,3,The second yes yeah so we have to use only this
630,Group_03_230,Group_03,1237.44,1244.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,1237.44,1244.92,3,1,Well I assume we can use the second the first mystery block as a data point
631,Group_03_231,Group_03,1240.92,1247.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,1240.92,1247.04,3,3,The first mystery block this is eighty we could just 
632,Group_03_232,Group_03,1247.22,1247.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,232,1247.22,1247.91,3,1,Yeah
633,Group_03_233,Group_03,1248.75,1250.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,1248.75,1250.88,3,2,Uh I how
634,Group_03_234,Group_03,1251.12,1254.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,1251.12,1254.33,3,2,Like they have two one forty grams
635,Group_03_235,Group_03,1254.51,1268.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1254.51,1268.76,3,2,So it must be a set so we should be able to make every possible weight here with these blocks they have one fifty two
636,Group_03_236,Group_03,1262.75,1266.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1262.75,1266.66,3,1,Every possible weight up to one forty you think so we got 
637,Group_03_237,Group_03,1268.82,1271.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,1268.82,1271.1,3,2,Maybe
638,Group_03_238,Group_03,1272.27,1275.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,238,1272.27,1275.92,3,2,Maybe we must be able to do every weight here
639,Group_03_239,Group_03,1276.5,1282.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,239,1276.5,1282.02,3,3,Yeah the highest we can make is a one fifty we can make a one fifty even
640,Group_03_240,Group_03,1282.86,1288.58,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,1282.86,1288.58,3,2,And we can make it up to one fifty so if we find a block which can make
641,Group_03_241,Group_03,1288.41,1291.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,1288.41,1291.65,3,1,So with all of these we can make it up to one fifty
642,Group_03_242,Group_03,1293.03,1298.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,242,1293.03,1298.01,3,1,Ok yeah eighty plus fifty fifty and then yeah ok
643,Group_03_243,Group_03,1298.55,1308.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,243,1298.55,1308.63,3,2,We have ten two tens we have twenty we have thirty we can make forty with these three we can we have fifty
644,Group_03_244,Group_03,1309.08,1312.83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,244,1309.08,1312.83,3,2,We have fifty with sixty sixty these two seventy
645,Group_03_245,Group_03,1312.83,1314.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,245,1312.83,1314.06,3,3,Sixty and these two
646,Group_03_246,Group_03,1314.21,1318.58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,246,1314.21,1318.58,3,2,We have eighty we can make ninety we can make
647,Group_03_247,Group_03,1315.92,1322.07,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,247,1315.92,1322.07,3,3,We can make ninety a hundred even one ten even
648,Group_03_248,Group_03,1322.73,1325.94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,248,1322.73,1325.94,3,2,One ten ok one twenty
649,Group_03_249,Group_03,1326.75,1330.42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,249,1326.75,1330.42,3,3,Yeah we can it's thirty and ten
650,Group_03_250,Group_03,1329.15,1334.28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250,1329.15,1334.28,3,2,Yeah this is four ok one twenty is done 
651,Group_03_251,Group_03,1335.92,1340.33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,251,1335.92,1340.33,3,3,One thirty is automatically fifty plus eighty
652,Group_03_252,Group_03,1334.55,1341.96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,252,1334.55,1341.96,3,2,And uh one thirty yeah fifty ok
653,Group_03_253,Group_03,1343.08,1348.38,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,253,1343.08,1348.38,3,3,One forty obviously we can make that and one fifty
654,Group_03_254,Group_03,1342.17,1346.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,1342.17,1346.66,3,2,And then ok 
655,Group_03_255,Group_03,1350.501,1353.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,1350.501,1353.42,3,1,So we want to guess one fifty is that
656,Group_03_256,Group_03,1348.5,1350.58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,256,1348.5,1350.58,3,3,And yeah we can make everything
657,Group_03_257,Group_03,1358.22,1363.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,1358.22,1363.05,3,3,We have two oppurtunities for that even so
658,Group_03_258,Group_03,1363.11,1374.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,258,1363.11,1374.9,3,3,Whatever like how did we guess eighty like we used only two blocks even for measurement of everything we just used two blocks so I'm thinking
659,Group_03_259,Group_03,1375.02,1377.81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,259,1375.02,1377.81,3,3,If we just used only two blocks then
660,Group_03_260,Group_03,1377.93,1380.87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1377.93,1380.87,3,3,The highest two blocks may weigh something
661,Group_03_261,Group_03,1381.35,1388.85,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,261,1381.35,1388.85,3,3,One thirty yeah because we measured this with the help of
662,Group_03_262,Group_03,1381.33,1384.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,1381.33,1384.25,3,1,And that would be one thirty right 
663,Group_03_263,Group_03,1388.94,1390.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,1388.94,1390.92,3,3,These two
664,Group_03_264,Group_03,1392.09,1397.94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,264,1392.09,1397.94,3,3,And with this we measured with these two and with this we measured with the help of these two
665,Group_03_265,Group_03,1394.33,1397.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,1394.33,1397.94,3,1,Wait wait wait
666,Group_03_266,Group_03,1399.11,1399.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,1399.11,1399.84,3,3,We almost
667,Group_03_267,Group_03,1399.75,1401.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,1399.75,1401.36,3,1,The instructions
668,Group_03_268,Group_03,1401.72,1403.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,1401.72,1403.7,3,1,We had to they're not the instructions
669,Group_03_269,Group_03,1403.91,1406.13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,269,1403.91,1406.13,3,1,The waiver we signed said
670,Group_03_270,Group_03,1407.21,1409.19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,270,1407.21,1409.19,3,1,Fibonnaci block test
671,Group_03_271,Group_03,1409.97,1414.62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,271,1409.97,1414.62,3,2,Yes it's a Fibonnaci series
672,Group_03_272,Group_03,1414.68,1417.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,272,1414.68,1417.5,3,2,One one twenty then
673,Group_03_273,Group_03,1417.77,1423.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,273,1417.77,1423.01,3,2,Thirty thirty plus twenty fifty fifty plus thirty eighty eighty plus fifty one thirty
674,Group_03_274,Group_03,1418.91,1424.37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,274,1418.91,1424.37,3,3,Thirty fifty eight one thirty
675,Group_03_275,Group_03,1424.73,1429.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,1424.73,1429.26,3,3,Ok let me try one thirty
676,Group_03_276,Group_03,1429.62,1431.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,1429.62,1431.9,3,3,And
677,Group_03_277,Group_03,1433.22,1435.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,277,1433.22,1435.08,3,3,Oh what should I index
678,Group_03_278,Group_03,1435.58,1436.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,278,1435.58,1436.33,3,2,The fibonacci series
679,Group_03_279,Group_03,1454.75,1458.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1454.75,1458.72,3,3,Sounds good ok I'm submitting this
680,Group_03_280,Group_03,1464.63,1465.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,280,1464.63,1465.5,3,1,It means we're awesome
681,Group_03_281,Group_03,1464.83,1467.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,281,1464.83,1467.17,3,3,Ooh that's great that's good
682,Group_04_0,Group_04,0.33,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,4.32,4,4,Ok I'm going to callibrate my cameras
683,Group_04_1,Group_04,11.67,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.67,14.1,4,4,I'm sorry I feel like this didn't catch up
684,Group_04_2,Group_04,14.64,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14.64,16.71,4,4,Ok  
685,Group_04_3,Group_04,21.05,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21.05,23.97,4,1,I don't know if I have to be serious or not
686,Group_04_4,Group_04,21.5,22.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21.5,22.25,4,2,That was awkward
687,Group_04_5,Group_04,24.96,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24.96,32.4,4,4,So the task you are completing today is called the weights task in the first part you are going to work together to determine the weights of the cube
688,Group_04_6,Group_04,33.3,36.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33.3,36.24,4,4,I will tell you that the red cube is ten grams
689,Group_04_7,Group_04,36.78,40.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36.78,40.38,4,4,You will determine the weights of the remaining cubes using the scale provided
690,Group_04_8,Group_04,41.13,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41.13,45.0,4,4,All of the weights are in intervals of ten grams so you don't need to use the slider
691,Group_04_9,Group_04,45.72,52.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45.72,52.8,4,4,Um the scale is not perfect so as long as one side does not drop completely you can assume the weights are fairly equal
692,Group_04_10,Group_04,54.45,56.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,54.45,56.85,4,4,You must place the weights onto this
693,Group_04_11,Group_04,57.36,68.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,57.36,68.75,4,4,Place the cubes under the worksheet and then also fill out the survey in line as you go and you can now start oh and you're group four
694,Group_04_12,Group_04,66.41,70.8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,66.41,70.8,4,3,Uh they are not all weight this has more weight oh we're group four so we press enter here
695,Group_04_13,Group_04,64.9,67.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,64.9,67.66,4,2,Ok so the red has ten
696,Group_04_14,Group_04,72.21,80.64,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,72.21,80.64,4,3,Well then no let's compare the red to the blue to see if we can get a baseline to the blue
697,Group_04_15,Group_04,78.08,78.33,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,78.08,78.33,4,2,Yeah
698,Group_04_16,Group_04,80.79,83.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,80.79,83.1,4,1,Well the top is a ten
699,Group_04_17,Group_04,83.58,83.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,83.58,83.84,4,2,Is it
700,Group_04_18,Group_04,85.12,86.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,85.12,86.13,4,1,Once it stops
701,Group_04_19,Group_04,89.82,97.32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,89.82,97.32,4,1,Ok there easy so this is twenty yeah cause this is ten as long as it's not dropping it's the same
702,Group_04_20,Group_04,91.67,95.35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,91.67,95.35,4,2,Is it ten and this was equal to this one
703,Group_04_21,Group_04,97.83,99.96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,97.83,99.96,4,1,And then this was
704,Group_04_22,Group_04,103.08,103.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,103.08,103.67,4,1,Perfect
705,Group_04_23,Group_04,104.58,105.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,104.58,105.93,4,2,Ok
706,Group_04_24,Group_04,108.33,112.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,24,108.33,112.77,4,3,Put the twenty on there take off a ten
707,Group_04_25,Group_04,106.05,110.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,106.05,110.84,4,1,I feel like this one is oh yeah so this is 
708,Group_04_26,Group_04,110.18,111.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,110.18,111.34,4,2,Take off a ten
709,Group_04_27,Group_04,116.34,118.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,116.34,118.32,4,1,So it's not
710,Group_04_28,Group_04,119.94,125.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28,119.94,125.75,4,1,It doesn't drop completely yeah we can consider this to be thirty then yeah because it doesn’t drop
711,Group_04_29,Group_04,123.5,127.41,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,123.5,127.41,4,2,Can we yeah and it's obviously not forty
712,Group_04_30,Group_04,124.15,125.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,124.15,125.03,4,3,Can we
713,Group_04_31,Group_04,127.47,130.62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,127.47,130.62,4,2,Well it's not and it's not twenty yeah it's gotta be thirty
714,Group_04_32,Group_04,127.47,127.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,127.47,127.75,4,1,Yeah
715,Group_04_33,Group_04,130.65,132.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,130.65,132.5,4,3,Yeah ok so that's thirty are we writing this down somewhere
716,Group_04_34,Group_04,134.91,136.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,134.91,136.92,4,4,No you just set the block wherever it goes 
717,Group_04_35,Group_04,132.58,139.95,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,132.58,139.95,4,2,Ok can we write on this paper oh well it's a good try to put in our head
718,Group_04_36,Group_04,142.5,145.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,142.5,145.8,4,4,Um you should be writing it down on the worksheet
719,Group_04_37,Group_04,140.61,142.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,140.61,142.31,4,2,Wait that oh yeah oh ok
720,Group_04_38,Group_04,142.32,143.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,142.32,143.25,4,3,And then we want 
