group_id,message_id,message_type,origin,original_text,clean_text,annotation_type,annotation_target,annotation_additional,team_performance,performance_change,sol_tracker_message,sol_tracker_all,strata,original_index
d0beb237-c63e-4f70-a270-d0b64ad75c7b,bf563fcc-720e-45db-a3af-14e03fae44d1,MESSAGE,Puffin,'But we don''t know if G has a number on the other side do we?','But we don''t know if <CARD> has <CARD> number on the other side do we ?',Probing,Solution,0,0.5,0.05,"G,A","{""Puffin"": [""G"", ""A""], ""Hedgehog"": [""A""], ""Bat"": [""6"", ""A""], ""Lion"": [""G"", ""A"", ""6""], ""Leopard"": [""G"", ""9"", ""A"", ""6""]}",Probing,13849
f3162d4e-167e-45b4-8a1d-e1a325e8c372,221b8b0e-f902-4e1a-b4d1-32df68082afe,MESSAGE,Hedgehog,"'I''m submitting with 5, U and 6. Thanks all good luck'","'I''m submitting with <CARD> , <CARD> and <CARD> . Thanks all good luck'",Non-probing-deliberation,Solution,complete_solution,0.375,-0.063,"U,L,5,6","{""Duck"": [""6""], ""Hedgehog"": [""U"", ""L"", ""5"", ""6""], ""Beaver"": [""6""], ""Leopard"": [""U"", ""6""]}",Non-probing-deliberation,16472
6dff961d-30ce-4f49-a911-fb19e9e334f7,35e3d0d1-ee69-45da-bd54-ccd20d93a146,MESSAGE,Bee,submit*,submit *,,0,0,0.667,0.0,,"{""Guinea pig"": [""9"", ""A""], ""Narwhal"": [""Q"", ""9"", ""A"", ""4""], ""Bee"": [""Q"", ""9"", ""A"", ""4""]}",None,7246
b2ae7f55-401a-484d-99a3-988dd7743c39,419c6f19-3bbf-479b-b079-9a9c47bc4252,MESSAGE,Chipmunk,I agree with Hedgehog,I agree with <MENTION>,Non-probing-deliberation,Agree,0,0.65,0.0,,"{""Koala"": [""E"", ""6""], ""Chipmunk"": [""5"", ""6""], ""Hedgehog"": [""E"", ""5"", ""6""], ""Cat"": [""E"", ""5"", ""M"", ""6""], ""Duck"": [""E"", ""5""]}",Non-probing-deliberation,11880
6e2e1b6c-7611-4d93-b45d-4cb30e5e7f68,3f7f7577-6171-40e3-b656-dc6c8311849d,MESSAGE,Emu,But it says all carde with even # have a vowel,But it says all carde with even # have a vowel,Non-probing-deliberation,Reasoning,0,0.562,0.0,"E,X,5,4","{""Falcon"": [""E""], ""Narwhal"": [""4""], ""Hamster"": [""E""], ""Emu"": [""E"", ""X"", ""5"", ""4""]}",Non-probing-deliberation,7342
975b08c3-6103-445a-92dc-eff7beff9619,a6257bd7-b1eb-476d-99ca-803bbbbe4e58,MESSAGE,Cat,"I think it is I"" and ""5""","<CARD> think it is <CARD> "" and "" <CARD> """,Non-probing-deliberation,Solution,complete_solution,0.75,0.083,"5,I","{""Alpaca"": [""R"", ""I""], ""Cat"": [""5"", ""I""], ""Duck"": [""I""]}",Non-probing-deliberation,9941
70246d7e-dcc7-47d3-a792-674f786bec73,abc890d8-e3f4-45f7-bde6-68dca682effc,MESSAGE,Emu,That one is the one I think it should be,That one is the one I think it should be,,0,0,0.667,0.0,,"{""Bee"": [""7""], ""Chipmunk"": [""U"", ""8"", ""7"", ""M""], ""Emu"": [""U""]}",None,7513
074de597-b9e9-4186-ae35-261cc8ef46f7,96816c32-f307-423f-8828-1e885f793a09,MESSAGE,Tiger,I am wondering if turning over the letter cards will show the answer,I am wondering if turning over the letter cards will show the answer,Non-probing-deliberation,Solution,complete_solution,0.6,0.0,,"{""Tiger"": [""L"", ""A""], ""Bat"": [""5"", ""A""], ""Puffin"": [""8"", ""A""], ""Narwhal"": [""5"", ""8"", ""L"", ""A""], ""Llama"": [""8"", ""A""]}",Non-probing-deliberation,641
89ec40a6-0f5a-4804-872e-0730ede3f980,3568c9ff-fa4c-4b4c-9606-e8919c846639,MESSAGE,Llama,it also says we have to talk for 5 mins,it also says we have to talk for 5 mins,,0,0,0.417,0.0,,"{""Kiwi"": [""6"", ""H""], ""Llama"": [""E"", ""3"", ""6"", ""H""], ""Emu"": [""E""]}",None,8974
e1d7df69-4bed-4787-8c29-779c49c91851,f7d710e6-de9d-4851-8d08-c912b50a45de,MESSAGE,Lion,"U 5 & 6 seems like a good idea beaver, i agree","<CARD> <CARD> & <CARD> seems like a good idea <MENTION> , i agree",Non-probing-deliberation,Solution,"complete_solution,specific_addressee",0.65,-0.05,"5,U,6","{""Beaver"": [""5"", ""U"", ""6""], ""Bat"": [""6""], ""Emu"": [""5"", ""U""], ""Lion"": [""5"", ""U"", ""6""], ""Lobster"": [""U"", ""6""]}",Non-probing-deliberation,15240
9e7e0d10-3fc6-45ff-b8a4-d4d71fa84a5e,9cd8c69e-d586-4b41-8dd5-7f5bd6b828a3,MESSAGE,Leopard,No I think we need to test the even number the 6,No I think we need to test the even number the <CARD>,Non-probing-deliberation,Disagree,consider_opposite,0.562,-0.063,6,"{""Narwhal"": [""A"", ""F"", ""6""], ""Leopard"": [""6""], ""Dolphin"": [""A""], ""Beaver"": [""7"", ""A""]}",Non-probing-deliberation,10408
cf089e69-5f6d-4960-b6cc-7d4419e99f7f,2d552047-85b9-4a5e-bb87-a6d2e81fb2f3,MESSAGE,Kiwi,Or see if U had a vowel,Or see if <CARD> had a vowel,Non-probing-deliberation,Reasoning,0,0.562,0.124,U,"{""Lobster"": [""U"", ""8""], ""Unicorn"": [""U"", ""8""], ""Koala"": [""G"", ""U""], ""Kiwi"": [""U""]}",Non-probing-deliberation,13415
9f6b9bbe-6f62-4359-951a-ea55e518d092,07b9c261-663d-443e-bf58-4105303a83c4,MESSAGE,Unicorn,The rule is that all cards with vowels must have even numbers.,The rule is that all cards with vowels must have even numbers .,Non-probing-deliberation,Solution,0,0.583,0.0,"G,9,A,6","{""Unicorn"": [""G"", ""9"", ""A"", ""6""], ""Lobster"": [""G"", ""A""], ""Llama"": [""A""]}",Non-probing-deliberation,10559
903fc105-1214-4a2f-9945-3b05bd5ddf09,f24634eb-69f3-4fa4-bf2f-9a50ac4f5885,MESSAGE,Falcon,"Yes, U and 4 need to be turned.","Yes , <CARD> and <CARD> need to be turned .",Non-probing-deliberation,Solution,complete_solution,0.55,0.0,"U,4","{""Falcon"": [""U"", ""4""], ""Tiger"": [""U""], ""Giraffe"": [""U"", ""L""], ""Beaver"": [""U"", ""4""], ""Koala"": [""U"", ""4""]}",Non-probing-deliberation,9386
f052602b-0dbe-45f8-8407-f0887616ad41,d4561064-c2b6-43ab-bd5d-49c78560242e,MESSAGE,Llama,Funny we all chose the same cards,Funny we all chose the same cards,0,0,0,0.833,-0.167,"5,U,K,4","{""Chipmunk"": [""5"", ""U""], ""Alpaca"": [""5"", ""U""], ""Llama"": [""5"", ""U"", ""K"", ""4""]}",0,16299
a3274a5a-837e-4f04-8821-ad5db9d29031,9d309cc7-3011-4888-b88c-1fa260eb3eaa,MESSAGE,Bee,somewhat compatible i guess,somewhat compatible i guess,,0,0,0.5,0.0,,"{""Bee"": [""U""], ""Giraffe"": [""4""]}",None,10827
4324dd3f-6ddf-4919-ad12-90d9dbe089be,61161a8a-74bf-4dc7-b2cc-461513039a71,MESSAGE,Ox,Do we all agree?,Do we all agree ?,Probing,Moderation,0,0.6,-0.05,"5,2,A,K","{""Giraffe"": [""A""], ""Kiwi"": [""5"", ""A""], ""Hamster"": [""2""], ""Bat"": [""2"", ""A""], ""Ox"": [""5"", ""2"", ""A"", ""K""]}",Probing,4430
ec8896c6-56fb-4187-a932-92ac6bbd6f49,c009d074-d3e4-4e9c-aa86-64d6df440d98,MESSAGE,Leopard,'And it''s not 4 because 4 could have a consonant and the rule given would be true','And it''s not <CARD> because <CARD> could have a consonant and the rule given would be true',Non-probing-deliberation,Reasoning,0,0.55,0.0,4,"{""Lion"": [""U"", ""4""], ""Puffin"": [""4""], ""Bee"": [""W"", ""U"", ""9""], ""Koala"": [""U"", ""9""], ""Leopard"": [""4""]}",Non-probing-deliberation,16121
ba6d5c79-d6ab-40e4-a819-4325060770cf,ac97cf33-98a2-4781-bfa6-55fea421285a,MESSAGE,Chipmunk,2 minutes,<CARD> minutes,,0,0,0.417,-0.083,2,"{""Chipmunk"": [""2""], ""Cat"": [""2"", ""9"", ""P"", ""U""], ""Falcon"": [""2"", ""U""]}",None,12250
e2c29822-1f0a-43dd-bed8-6ee52416ea18,112a198f-82b5-4c46-809d-4e6f2fcd4180,MESSAGE,Duck,Wait for the rule we only care about the even card and vowels so why care about the 5 or G at all?,Wait for the rule we only care about the even card and vowels so why care about the <CARD> or <CARD> at all ?,Probing,Reasoning,0,0.5,-0.05,"E,2,G,5","{""Panda"": [""E""], ""Duck"": [""E"", ""2"", ""G"", ""5""], ""Cat"": [""5"", ""E""], ""Tiger"": [""G""], ""Llama"": [""G"", ""2""]}",Probing,15365
a786740d-d1b1-4179-bf47-77e25c16062f,b3390588-43a3-4bc4-8dd3-879ae0ce3ea2,MESSAGE,Zebra,Except that they’re numbers on the vowel cards,Except that they ’ re numbers on the vowel cards,Non-probing-deliberation,Reasoning,0,0.5,0.0,,"{""Lion"": [""U""], ""Zebra"": [""4""], ""Tiger"": [""9"", ""Z"", ""U"", ""4""], ""Lobster"": [""9"", ""4""]}",Non-probing-deliberation,10920
3075a4c5-c3b1-4772-bfe8-5518e0a7286f,979910c8-4b50-41e4-8c67-ed2502aa6650,MESSAGE,Llama,do we have the same cards though?,do we have the same cards though ?,Non-probing-deliberation,Solution,0,0.5,0.0,,"{""Leopard"": [""A"", ""6""], ""Dolphin"": [""B"", ""A"", ""6"", ""3""], ""Llama"": [""B"", ""A"", ""6"", ""3""]}",Non-probing-deliberation,3182
edcb5fa9-5f0a-4204-8b8f-990d9a06b53e,441c3788-328b-4e16-bd51-7d6ac0815c06,MESSAGE,Alpaca,less than 2 minutes left,less than 2 minutes left,0,0,0,0.417,0.0,,"{""Alpaca"": [""U"", ""4""], ""Leopard"": [""U"", ""7"", ""C"", ""4""], ""Giraffe"": [""C""]}",0,16185
5855393f-b1dc-4e86-aa94-b9f0dae25bcb,322aa4d9-7f7b-4654-bfd0-e257fd582443,MESSAGE,Emu,we will get 5 8 S A,we will get <CARD> <CARD> <CARD> <CARD>,Non-probing-deliberation,Reasoning,complete_solution,0.417,0.0,"5,S,8,A","{""Raven"": [""8"", ""A""], ""Lobster"": [""S""], ""Emu"": [""5"", ""S"", ""8"", ""A""]}",Non-probing-deliberation,5883
9f15813b-21c7-4bb6-9a53-9ef9b73eb7a1,dc43c6ff-0310-402a-b6c9-d52c99114fe1,MESSAGE,Leopard,Problem seems pretty obvious,Problem seems pretty obvious,,0,0,0.562,0.0,,"{""Unicorn"": [""E"", ""4""], ""Hedgehog"": [""E""], ""Leopard"": [""B"", ""7""], ""Bee"": [""E"", ""7"", ""B"", ""4""]}",None,10438
e00f8217-8157-4d3f-b977-fa3f6c23ce63,526402e5-884d-4c35-8cba-f996586675e3,MESSAGE,Leopard,I think 3 & M,I think <CARD> & <CARD>,Non-probing-deliberation,Solution,complete_solution,0.45,0.0,"3,M","{""Kiwi"": [""4""], ""Leopard"": [""3"", ""M""], ""Zebra"": [""E"", ""4""], ""Cat"": [""4""], ""Chipmunk"": [""E""]}",Non-probing-deliberation,15035
9f6b9bbe-6f62-4359-951a-ea55e518d092,b59aa9f7-a35a-48f9-879e-7142216761b3,MESSAGE,Llama,Not necessarily,Not necessarily,Non-probing-deliberation,Disagree,0,0.5,0.0,,"{""Unicorn"": [""A""], ""Lobster"": [""6""], ""Llama"": [""A"", ""6""]}",Non-probing-deliberation,10576
95b70ac5-2115-4454-a64c-b27e7ab14821,380a2622-9b61-40cb-b6d9-33a221e3fb29,MESSAGE,Hedgehog,Which card are we submitting?,Which card are we submitting ?,Probing,Solution,0,0.458,0.0,,"{""Raven"": [""T"", ""6""], ""Narwhal"": [""E"", ""6""], ""Hamster"": [""3""], ""Llama"": [""T""], ""Hedgehog"": [""E""], ""Unicorn"": [""E"", ""6""]}",Probing,9817
08f1f827-f181-403b-9e1d-0843a43e8a65,3d38a174-fd72-4ca6-96d4-df91ac80f728,MESSAGE,Bee,Ok 2A it is.,Ok 2A it is .,Non-probing-deliberation,Solution,complete_solution,0.5,0.0,,"{""Beaver"": [""2"", ""A""], ""Bee"": [""2"", ""A""], ""Guinea pig"": [""2"", ""A""]}",Non-probing-deliberation,801
3075a4c5-c3b1-4772-bfe8-5518e0a7286f,ba7e7e17-1c36-49f5-8894-8dd3e2f3d96f,MESSAGE,Dolphin,6 and A I agree,<CARD> and <CARD> I agree,Non-probing-deliberation,Agree,complete_solution,0.583,0.0,"A,6","{""Leopard"": [""A"", ""6""], ""Dolphin"": [""A"", ""6""], ""Llama"": [""A""]}",Non-probing-deliberation,3217
cd798264-f8cc-4673-af27-e9f298dc67c0,91a8f4d3-c2e6-4421-ad11-3f294ea9b6c2,MESSAGE,Falcon,I think I will stand with me decsion,I think I will stand with me decsion,Non-probing-deliberation,Disagree,0,0.688,0.0,,"{""Emu"": [""3""], ""Falcon"": [""2""], ""Chipmunk"": [""A""], ""Leopard"": [""3"", ""A""]}",Non-probing-deliberation,13370
e6f1d4ad-58f5-4a83-84ae-1117b4b8f328,7cdd0630-6eea-4980-a9a5-d06a4264e866,MESSAGE,Beaver,'That''s true @Falcon','That''s true <MENTION>',Non-probing-deliberation,Agree,specific_addressee,0.438,0.0,,"{""Alpaca"": [""V""], ""Beaver"": [""I"", ""5"", ""V"", ""6""], ""Giraffe"": [""I"", ""6""], ""Falcon"": [""5"", ""V"", ""I"", ""6""]}",Non-probing-deliberation,15692
b7fbf5ae-4eb9-4959-b6d9-8483cc1df125,16169f08-d4ae-4512-88ba-36b1246e7502,MESSAGE,Llama,"'And the rule doesn''t state that all cards with even numbers have vowels on the back, so 2 probably isn''t necessary'","'And the rule doesn''t state that all cards with even numbers have vowels on the back , so <CARD> probably isn''t necessary'",Non-probing-deliberation,Reasoning,0,0.5,-0.062,"5,2,A,H","{""Ox"": [""2"", ""A""], ""Leopard"": [""2"", ""A""], ""Kiwi"": [""2"", ""A""], ""Llama"": [""5"", ""2"", ""A"", ""H""]}",Non-probing-deliberation,12129
9d20f806-f8ba-4cb4-bb00-484dbff57995,394c1db1-3def-4b8f-800a-d26566bbf59e,MESSAGE,Dolphin,are we good with the u and the 4?,are we good with the <CARD> and the <CARD> ?,Probing,Solution,solution_summary,0.5,0.0,"U,4","{""Zebra"": [""4""], ""Hamster"": [""U""], ""Narwhal"": [""U"", ""4""], ""Dolphin"": [""U"", ""4""], ""Unicorn"": [""U"", ""4""]}",Probing,10324
5561e76e-2fbc-45be-8220-805f5dc5eef7,7e9aa288-4740-4d80-b4f9-8d50cc11d0f3,MESSAGE,Panda,Did you flip W?,Did you flip <CARD> ?,Probing,Solution,0,0.5,-0.188,W,"{""Tiger"": [""U""], ""Butterfly"": [""W"", ""U""], ""Koala"": [""U"", ""8""], ""Panda"": [""W""]}",Probing,5654
94f5fad4-079f-4f01-8185-d1f74f489d5b,ff7c3207-0ba9-4541-8396-2e4fc8d02576,MESSAGE,Lobster,i don;t know if we met the 5 minute discussion rule yet,i don ; t know if we met the 5 minute discussion rule yet,,0,0,0.5,0.0,,"{""Lion"": [""E"", ""2""], ""Lobster"": [""E"", ""2""]}",None,9712
aa1d40ba-5ada-4972-85a7-31bb0c4e9309,aeb17623-a5fc-4520-9dbb-0ec9995e7d04,MESSAGE,Tiger,"'I don''t think it''s e and 8, but we can go with that'","'I don''t think it''s <CARD> and <CARD> , but we can go with that'",Non-probing-deliberation,Disagree,0,0.5,-0.167,"E,8","{""Hamster"": [""3"", ""8"", ""Z"", ""E""], ""Leopard"": [""E"", ""8""], ""Tiger"": [""E"", ""8""]}",Non-probing-deliberation,11141
9b2202b9-8bd8-42b6-b975-05a6730e9bac,28c6de21-9f34-4698-a042-760a90962e9c,MESSAGE,Giraffe,'I guess I''m going with all 4','I guess I''m going with all <CARD>',Non-probing-deliberation,Solution,complete_solution,0.625,0.0,"3,V,A,4","{""Giraffe"": [""3"", ""V"", ""A"", ""4""], ""Beaver"": [""3"", ""A""], ""Bat"": [""3"", ""V"", ""A"", ""4""], ""Llama"": [""3"", ""V"", ""A"", ""4""]}",Non-probing-deliberation,10260
f3162d4e-167e-45b4-8a1d-e1a325e8c372,70884a1b-a680-450c-a73d-453b8d11c1f7,MESSAGE,Beaver,"'But we don''t need to know what''s behind 6, because theres no reason a consonant can''t be behind it.'","'But we don''t need to know what''s behind <CARD> , because theres no reason a consonant can''t be behind it .'",Non-probing-deliberation,Reasoning,0,0.438,-0.124,6,"{""Duck"": [""6""], ""Hedgehog"": [""5"", ""U"", ""6""], ""Beaver"": [""6""], ""Leopard"": [""U"", ""6""]}",Non-probing-deliberation,16461
19cae306-3bcb-4a1e-9ab4-8c5ac9590bd1,06b5db9d-2c04-4e2a-95c0-ad3c88ea8740,MESSAGE,Falcon,any other thoughts any one else?,any other thoughts any one else ?,Probing,Moderation,0,0.625,0.0,,"{""Emu"": [""6""], ""Falcon"": [""9"", ""A""]}",Probing,1907
d0834b8f-6d42-4323-b5fa-77be10f32e27,09de0a94-0dc3-4296-8673-5bd83a10cbc2,MESSAGE,Tiger,"I picked ""U"" and ""2"".","I picked "" <CARD> "" and "" <CARD> "" .",Non-probing-deliberation,Solution,complete_solution,0.562,0.0,"U,2","{""Ox"": [""U""], ""Puffin"": [""3"", ""2""], ""Tiger"": [""U"", ""2""], ""Leopard"": [""U"", ""2""]}",Non-probing-deliberation,13793
3ceabe59-715c-4485-acb4-a928d6aed50a,ab6de715-b54e-458c-9a31-abbd6cfdc6dc,MESSAGE,Duck,i missed that @Alpaca,i missed that <MENTION>,Non-probing-deliberation,Agree,specific_addressee,0.5,0.0,,"{""Duck"": [""E"", ""8"", ""K"", ""3""], ""Lion"": [""E"", ""8"", ""K"", ""3""], ""Alpaca"": [""E"", ""8"", ""K"", ""3""], ""Lobster"": [""E"", ""8"", ""K"", ""3""]}",Non-probing-deliberation,3931
8e9390de-22ca-4f30-9264-bc1e5ae6be6f,d9c416ab-e452-43a8-b8b0-5d1122826355,MESSAGE,Narwhal,"'Yeah, I''m in for that'","'Yeah , I''m in for that'",Non-probing-deliberation,Agree,0,0.55,0.0,,"{""Butterfly"": [""8"", ""A""], ""Cat"": [""7""], ""Beaver"": [""8"", ""A""], ""Puffin"": [""8"", ""A""], ""Narwhal"": [""8"", ""7"", ""B"", ""A""]}",Non-probing-deliberation,9227
d1480150-7b01-409a-a116-3d20d90a7287,754e2c4d-19ee-4fcc-9cad-faa58047fccd,MESSAGE,Tiger,OK,OK,Non-probing-deliberation,Agree,0,0.667,0.0,,"{""Falcon"": [""U"", ""6""], ""Bee"": [""3"", ""U"", ""6""], ""Tiger"": [""3""]}",Non-probing-deliberation,13908
6125b822-c68c-49c0-9f76-30a334043761,35741afe-9133-477d-aadf-267c2615a29d,MESSAGE,Puffin,"'So if we select ""4"" and there isn''t a vowel on the other side, what have we learned?'","'So if we select "" <CARD> "" and there isn''t a vowel on the other side , what have we learned ?'",Probing,Reasoning,0,0.5,-0.167,4,"{""Puffin"": [""4""], ""Hedgehog"": [""U""], ""Butterfly"": [""U"", ""4""]}",Probing,6395
442d9e64-97f2-427a-a16c-0d433774c755,a838f4ba-5407-4aea-81f8-4aa85db3ef8c,MESSAGE,Alpaca,easy,easy,,0,0,0.75,0.0,,"{""Alpaca"": [""5""], ""Emu"": [""5"", ""A""], ""Lion"": [""B"", ""A"", ""5"", ""6""]}",None,4559
aef4972a-02f2-4deb-9af4-b242943ed964,f8e1e6b0-b561-4e03-92c4-15101901f6bd,MESSAGE,Duck,'I''m fine with 4 only','I''m fine with <CARD> only',Non-probing-deliberation,Solution,complete_solution,0.25,-0.062,4,"{""Hamster"": [""U"", ""4""], ""Chipmunk"": [""4""], ""Duck"": [""4""], ""Unicorn"": [""Z"", ""4""]}",Non-probing-deliberation,11555
19cae306-3bcb-4a1e-9ab4-8c5ac9590bd1,b2ca4073-b427-47c4-8848-31d35b086640,MESSAGE,Emu,good point,good point,Non-probing-deliberation,Agree,0,0.5,0.0,,"{""Emu"": [""6""], ""Falcon"": [""A""]}",Non-probing-deliberation,1899
29211401-b102-472a-974c-206c02583686,1d19f8f3-84c2-4e73-967f-efe46f025bee,MESSAGE,Llama,I think you are right,I think you are right,Non-probing-deliberation,Agree,0,0.625,0.0,,"{""Llama"": [""2"", ""7"", ""T"", ""U""], ""Alpaca"": [""U""], ""Kiwi"": [""2"", ""7"", ""T"", ""U""], ""Lion"": [""U""]}",Non-probing-deliberation,2820
65a49cb8-509d-478c-a2c6-3f27ebc89526,bb1da475-362f-4fb5-8a17-aef4281c076d,MESSAGE,Hamster,"Yeah, I said 9 and E but now I agree with you","Yeah , I said <CARD> and <CARD> but now I agree with you",Non-probing-deliberation,Agree,0,0.75,0.0,"E,9","{""Lion"": [""E""], ""Hedgehog"": [""E""], ""Bat"": [""E""], ""Hamster"": [""E"", ""9""], ""Chipmunk"": [""E"", ""4""]}",Non-probing-deliberation,6680
3e700660-e1a8-4381-8604-ec6f58bbbca0,64f9e743-f880-4c26-ba62-811f3b4db886,MESSAGE,Leopard,yes but if you flip it?,yes but if you flip it ?,Non-probing-deliberation,Reasoning,0,0.625,0.0,,"{""Lobster"": [""E""], ""Leopard"": [""E"", ""6""], ""Falcon"": [""E"", ""5"", ""P"", ""6""], ""Guinea pig"": [""E""]}",Non-probing-deliberation,4242
fb18014b-0af6-4ad4-a0d1-5d0458780d67,2b147b4c-9d52-4f4e-93a0-35fef76add06,MESSAGE,Zebra,And F F xD,And <CARD> <CARD> xD,Non-probing-deliberation,Solution,partial_solution,0.417,-0.25,F,"{""Bee"": [""5"", ""U"", ""8"", ""F""], ""Zebra"": [""F""], ""Lobster"": [""5"", ""U"", ""8"", ""F""]}",Non-probing-deliberation,17194
8b831534-658f-4288-ba5f-c50f6a4b6638,a79a8b8c-9f3a-4342-8e8a-4d600ed430ab,MESSAGE,Duck,I chose 3,I chose <CARD>,Non-probing-deliberation,Solution,complete_solution,0.625,0.0,3,"{""Narwhal"": [""E"", ""4""], ""Duck"": [""3""]}",Non-probing-deliberation,9069
94284d8d-b904-4a35-877c-4c13424f9447,fd9bad80-b3b3-46d1-8933-49eedc068a42,MESSAGE,Narwhal,'That''s what I''m wondering.','That''s what I''m wondering .',Non-probing-deliberation,Agree,0,0.5,0.0,,"{""Bee"": [""A"", ""4""], ""Narwhal"": [""7"", ""D""], ""Kiwi"": [""A"", ""D""], ""Puffin"": [""A"", ""4""]}",Non-probing-deliberation,9631
fe0899f9-bfc2-495f-aa66-163c15908da7,82417fca-269d-47c8-8bba-89627e1416db,MESSAGE,Butterfly,Hello,Hello,,0,0,0.55,0.0,,"{""Butterfly"": [""2"", ""A""], ""Falcon"": [""3"", ""2"", ""A""], ""Giraffe"": [""2"", ""A""], ""Hedgehog"": [""2"", ""A""], ""Lion"": [""2"", ""A""]}",None,17409
dc7df6dc-b5ec-45fc-a3d5-5a3346ebde02,0fa093bc-ff83-4d3e-9077-6d3685f573b4,MESSAGE,Llama,U,<CARD>,Non-probing-deliberation,Solution,complete_solution,0.625,0.0,U,"{""Llama"": [""U""], ""Hamster"": [], ""Kiwi"": [""9"", ""T""], ""Chipmunk"": [""U""]}",Non-probing-deliberation,14793
af52aca2-cc25-4653-82e7-0deba4aa1d43,0c8444b9-b9d8-4edd-b608-ffe0f4e192bf,MESSAGE,Giraffe,Why is that?,Why is that ?,Probing,Reasoning,0,0.625,0.0,,"{""Chipmunk"": [""5"", ""A""], ""Beaver"": [""V""], ""Giraffe"": [""8"", ""A""], ""Dolphin"": [""A""]}",Probing,11639
01e7d47c-8831-4492-abb0-88f94c7b02a3,fbda5bc9-783d-40f5-96b3-18d1534a167e,MESSAGE,Falcon,So maybe A 5 and 4?,So maybe <CARD> <CARD> and <CARD> ?,Non-probing-deliberation,Solution,complete_solution,0.55,0.0,"5,A,4","{""Kiwi"": [""L"", ""A""], ""Bat"": [""A"", ""4""], ""Hamster"": [""L"", ""A""], ""Falcon"": [""5"", ""A"", ""4""], ""Narwhal"": [""A"", ""4""]}",Non-probing-deliberation,160
cb609b58-30a8-4c55-be8a-9f5243c46987,b2eadfb4-0ed7-48a1-b24b-c4cc9d07d475,MESSAGE,Falcon,'I''m going with that.','I''m going with that .',Non-probing-deliberation,Agree,0,0.65,0.0,,"{""Chipmunk"": [""2"", ""A""], ""Cat"": [""A""], ""Falcon"": [""2"", ""7"", ""A""], ""Bat"": [""2"", ""7"", ""A""], ""Llama"": [""2"", ""A""]}",Non-probing-deliberation,13186
2788e8a9-eecf-4d92-af82-08d8b5ce1bf5,83bf06c5-ad59-4b3a-91c8-fe4075f78b2f,MESSAGE,Dolphin,Hello,Hello,,0,0,0.5,0.0,,"{""Alpaca"": [""4""], ""Lobster"": [""R""], ""Dolphin"": [""5""], ""Emu"": [""U"", ""4""], ""Panda"": [""U""]}",None,2705
e2fb18bc-2822-4611-900b-c779ccd635a5,c8db154d-e672-4532-99c1-9068e7168ec6,MESSAGE,Ox,thanks,thanks,,0,0,0.65,0.0,,"{""Panda"": [""A"", ""4""], ""Guinea pig"": [""7"", ""A""], ""Chipmunk"": [""A"", ""4""], ""Ox"": [""A""], ""Leopard"": [""A"", ""4""]}",None,15463
b7cf985f-3c55-4ea1-a2fe-8b76e4357e00,6542e3f7-44f9-43dd-a0fa-38087c8c9970,MESSAGE,Leopard,locking A and 5 as answer...,locking <CARD> and <CARD> as answer ...,Non-probing-deliberation,Solution,complete_solution,0.875,0.0,"5,A","{""Butterfly"": [""5""], ""Kiwi"": [""5"", ""A""], ""Tiger"": [""5""], ""Leopard"": [""5"", ""A""], ""Koala"": [""5""], ""Dolphin"": [""5"", ""A""]}",Non-probing-deliberation,12108
260bd13b-306d-4ec3-b32d-55b9e9646905,daad63b4-702b-4188-8e72-c11f781877ba,MESSAGE,Narwhal,"U and 5, I meant.","<CARD> and <CARD> , I meant .",Non-probing-deliberation,Solution,complete_solution,0.75,0.167,"5,U","{""Beaver"": [""U""], ""Duck"": [""U"", ""6""], ""Narwhal"": [""5"", ""U""]}",Non-probing-deliberation,2662
d87b4f85-b97a-466a-8c46-7f2958839af8,90f20580-9f57-425b-85d0-d7b8f433ff55,MESSAGE,Guinea pig,I picked U and 4 because it would fully test both if an even number has a vowel and if a vowel has an even number,I picked <CARD> and <CARD> because it would fully test both if an even number has a vowel and if a vowel has an even number,Non-probing-deliberation,Reasoning,complete_solution,0.583,0.0,"U,4","{""Hedgehog"": [""U""], ""Guinea pig"": [""U"", ""4""], ""Giraffe"": [""U"", ""4""]}",Non-probing-deliberation,14638
561875b7-b29e-414d-9f96-6eda079af35b,bc910efe-9f1e-4092-90db-fac8908f46a5,MESSAGE,Cat,Yes I guess that is probably right,Yes I guess that is probably right,Non-probing-deliberation,Agree,0,0.6,0.0,,"{""Guinea pig"": [""3"", ""2"", ""U""], ""Cat"": [""3""], ""Bee"": [""3"", ""F""], ""Raven"": [""2"", ""U""], ""Koala"": [""2"", ""U""]}",Non-probing-deliberation,5701
c2a8b922-255f-4a95-bfd8-6731681ff501,1abb2daa-c9a1-412f-80eb-864566590a4a,MESSAGE,Alpaca,Yes iam also going to submit the U and 6 as a final,Yes iam also going to submit the <CARD> and <CARD> as a final,Non-probing-deliberation,Agree,0,0.5,0.0,"U,6","{""Beaver"": [""U"", ""6""], ""Narwhal"": [""U"", ""6""], ""Alpaca"": [""U"", ""6""], ""Cat"": [""U"", ""6""], ""Dolphin"": [""U"", ""6""]}",Non-probing-deliberation,12733
